case_id,opened_date,closed_date,category,region,status,cycle_time_days,is_exception
OPS-100803,2025-04-04,2025-04-14,Dispute Resolution,Southeast,Closed,10.2,True
OPS-102029,2025-04-04,2025-04-06,Billing Inquiry,Southwest,Closed,2.17,False
OPS-100343,2025-04-04,2025-04-05,Billing Inquiry,West,Closed,1.47,False
OPS-100259,2025-04-04,2025-04-08,Eligibility Check,Midwest,Closed,4.09,False
OPS-100821,2025-04-04,2025-04-08,Dispute Resolution,Midwest,Closed,4.04,False
OPS-101337,2025-04-04,2025-04-05,Service Request,Southeast,Closed,1.15,False
OPS-100233,2025-04-04,2025-04-06,Billing Inquiry,Midwest,Closed,2.3,False
OPS-101306,2025-04-05,2025-04-08,Eligibility Check,Southwest,Closed,3.54,False
OPS-100593,2025-04-06,2025-04-09,Renewal Processing,Midwest,Closed,3.47,False
OPS-102194,2025-04-06,2025-04-09,Documentation Review,Southeast,Closed,3.68,False
OPS-100523,2025-04-07,2025-04-11,Documentation Review,West,Closed,4.59,False
OPS-100881,2025-04-07,,Account Setup,West,Open,,True
OPS-100196,2025-04-07,2025-04-13,Billing Inquiry,Southeast,Closed,6.28,False
OPS-101206,2025-04-07,2025-04-11,Eligibility Check,Southwest,Closed,4.1,False
OPS-101011,2025-04-07,2025-04-08,Service Request,Midwest,Closed,1.31,False
OPS-102038,2025-04-07,2025-04-08,Eligibility Check,Northeast,Closed,1.63,False
OPS-101918,2025-04-07,2025-04-09,Billing Inquiry,Southeast,Closed,2.54,False
OPS-100789,2025-04-07,2025-04-09,Service Request,Southeast,Closed,2.61,False
OPS-100359,2025-04-07,2025-04-10,Account Setup,Northeast,Closed,3.72,False
OPS-102154,2025-04-08,2025-04-09,Data Correction,Northeast,Closed,1.79,False
OPS-101823,2025-04-08,2025-04-08,Renewal Processing,Southeast,Closed,0.51,False
OPS-100783,2025-04-08,2025-04-25,Service Request,Northeast,Closed,17.0,False
OPS-100246,2025-04-08,2025-04-08,Account Setup,West,Closed,0.31,False
OPS-101937,2025-04-08,2025-04-09,Data Correction,West,Closed,1.94,False
OPS-100244,2025-04-09,2025-04-11,Eligibility Check,West,Closed,2.17,False
OPS-102104,2025-04-09,2025-04-10,Account Setup,Midwest,Closed,1.89,False
OPS-101584,2025-04-09,2025-04-11,Eligibility Check,Southwest,Closed,2.84,False
OPS-100424,2025-04-09,2025-04-10,Service Request,Northeast,Closed,1.55,False
OPS-101717,2025-04-09,2025-04-10,Eligibility Check,Midwest,Closed,1.17,False
OPS-101904,2025-04-09,2025-04-11,Renewal Processing,Midwest,Closed,2.32,False
OPS-101345,2025-04-09,2025-04-14,Eligibility Check,Midwest,Closed,5.53,False
OPS-100975,2025-04-09,2025-04-09,Account Setup,Southwest,Closed,0.79,False
OPS-100477,2025-04-10,2025-04-11,Data Correction,Northeast,Closed,1.44,False
OPS-101800,2025-04-10,2025-04-12,Service Request,Southwest,Closed,2.41,False
OPS-100878,2025-04-10,,Service Request,West,Open,,False
OPS-101931,2025-04-10,2025-04-15,Service Request,West,Closed,5.76,False
OPS-101061,2025-04-10,2025-04-18,Service Request,Southwest,Closed,8.13,False
OPS-101246,2025-04-10,2025-04-16,Service Request,Midwest,Closed,6.48,False
OPS-101071,2025-04-10,2025-04-10,Service Request,Northeast,Closed,0.42,False
OPS-100830,2025-04-10,2025-04-14,Dispute Resolution,Northeast,Closed,4.7,False
OPS-101431,2025-04-11,2025-04-24,Renewal Processing,West,Closed,13.87,False
OPS-102018,2025-04-11,2025-04-18,Renewal Processing,Midwest,Closed,7.53,False
OPS-101959,2025-04-11,2025-04-14,Billing Inquiry,West,Closed,3.1,False
OPS-100447,2025-04-11,2025-04-28,Dispute Resolution,West,Closed,17.88,False
OPS-100335,2025-04-11,2025-04-12,Service Request,Northeast,Closed,1.85,True
OPS-102113,2025-04-11,2025-04-13,Data Correction,Northeast,Closed,2.27,False
OPS-101561,2025-04-11,2025-04-14,Billing Inquiry,Southwest,Closed,3.66,False
OPS-101960,2025-04-12,2025-04-18,Eligibility Check,Southeast,Closed,6.04,False
OPS-100922,2025-04-13,2025-04-15,Billing Inquiry,Northeast,Closed,2.46,False
OPS-100350,2025-04-13,2025-04-14,Eligibility Check,West,Closed,1.2,False
OPS-100449,2025-04-13,2025-04-13,Data Correction,Northeast,Closed,0.61,False
OPS-101671,2025-04-14,2025-04-22,Billing Inquiry,Southwest,Closed,8.09,False
OPS-101984,2025-04-14,2025-04-16,Renewal Processing,West,Closed,2.68,False
OPS-100776,2025-04-14,2025-04-14,Service Request,Southeast,Closed,0.84,False
OPS-101362,2025-04-14,2025-04-23,Renewal Processing,Midwest,Closed,9.59,False
OPS-100769,2025-04-14,2025-04-18,Billing Inquiry,West,Closed,4.92,False
OPS-101451,2025-04-14,2025-04-15,Billing Inquiry,Northeast,Closed,1.47,False
OPS-101112,2025-04-14,2025-04-24,Eligibility Check,Midwest,Closed,10.16,False
OPS-101253,2025-04-14,2025-04-15,Account Setup,Midwest,Closed,1.55,False
OPS-101819,2025-04-14,2025-04-19,Dispute Resolution,Southeast,Closed,5.37,False
OPS-100990,2025-04-15,,Billing Inquiry,Southeast,Open,,False
OPS-100818,2025-04-15,2025-04-17,Billing Inquiry,Midwest,Closed,2.15,False
OPS-100644,2025-04-15,2025-04-18,Billing Inquiry,Southwest,Closed,2.95,False
OPS-100599,2025-04-15,2025-04-21,Dispute Resolution,Southwest,Closed,6.48,False
OPS-101799,2025-04-15,2025-04-15,Billing Inquiry,Northeast,Closed,0.84,False
OPS-100497,2025-04-16,2025-04-16,Account Setup,Southeast,Closed,0.86,False
OPS-101448,2025-04-16,2025-04-17,Billing Inquiry,Southwest,Closed,1.65,False
OPS-101063,2025-04-16,2025-05-06,Eligibility Check,Southwest,Closed,20.91,False
OPS-101801,2025-04-16,2025-04-21,Documentation Review,Midwest,Closed,5.62,False
OPS-101845,2025-04-17,2025-04-20,Billing Inquiry,West,Closed,3.19,False
OPS-100119,2025-04-17,2025-04-24,Renewal Processing,West,Closed,7.16,False
OPS-101512,2025-04-17,2025-04-20,Renewal Processing,Midwest,Closed,3.4,True
OPS-100019,2025-04-18,2025-04-20,Billing Inquiry,Northeast,Closed,2.29,False
OPS-102042,2025-04-18,2025-04-27,Eligibility Check,West,Closed,9.38,False
OPS-100585,2025-04-18,2025-04-19,Service Request,Southwest,Closed,1.63,False
OPS-100095,2025-04-18,2025-04-18,Account Setup,Midwest,Closed,0.59,False
OPS-101772,2025-04-18,2025-04-20,Eligibility Check,Northeast,Closed,2.39,False
OPS-101004,2025-04-18,2025-04-21,Renewal Processing,West,Closed,3.71,False
OPS-100439,2025-04-18,2025-04-18,Billing Inquiry,Midwest,Closed,0.81,False
OPS-101497,2025-04-18,2025-04-21,Account Setup,West,Closed,3.45,False
OPS-101078,2025-04-18,2025-04-21,Billing Inquiry,Midwest,Closed,3.71,False
OPS-100328,2025-04-19,2025-04-19,Data Correction,Northeast,Closed,0.66,False
OPS-101283,2025-04-19,2025-04-19,Service Request,Northeast,Closed,0.45,False
OPS-100597,2025-04-19,2025-04-19,Documentation Review,Midwest,Closed,0.34,False
OPS-100684,2025-04-20,2025-05-02,Eligibility Check,Midwest,Closed,12.4,False
OPS-101378,2025-04-20,2025-04-22,Dispute Resolution,West,Closed,2.49,True
OPS-100478,2025-04-20,2025-04-26,Dispute Resolution,West,Closed,6.94,False
OPS-100228,2025-04-20,2025-04-21,Service Request,Midwest,Closed,1.59,False
OPS-100064,2025-04-20,2025-04-20,Service Request,West,Closed,0.57,False
OPS-101703,2025-04-21,2025-04-21,Eligibility Check,Northeast,Closed,0.81,False
OPS-100390,2025-04-21,2025-05-01,Dispute Resolution,Northeast,Closed,10.02,False
OPS-100459,2025-04-21,2025-04-22,Billing Inquiry,Southeast,Closed,1.86,False
OPS-101745,2025-04-21,,Data Correction,West,Open,,False
OPS-101484,2025-04-21,2025-05-02,Billing Inquiry,Midwest,Closed,11.07,False
OPS-101881,2025-04-21,,Billing Inquiry,Southeast,Open,,False
OPS-101495,2025-04-21,2025-04-27,Documentation Review,Midwest,Closed,6.43,True
OPS-100563,2025-04-21,2025-04-24,Billing Inquiry,Northeast,Closed,3.35,False
OPS-101774,2025-04-22,2025-04-25,Account Setup,Southwest,Closed,3.56,False
OPS-100996,2025-04-22,2025-04-24,Eligibility Check,Southwest,Closed,2.9,False
OPS-101661,2025-04-22,2025-04-24,Account Setup,West,Closed,2.2,False
OPS-101864,2025-04-22,2025-04-23,Account Setup,Southeast,Closed,1.84,False
OPS-101750,2025-04-22,2025-04-28,Documentation Review,West,Closed,6.57,False
OPS-100307,2025-04-22,2025-04-29,Renewal Processing,Southwest,Closed,7.22,True
OPS-100533,2025-04-22,2025-04-24,Billing Inquiry,West,Closed,2.92,False
OPS-101930,2025-04-23,2025-04-27,Dispute Resolution,Midwest,Closed,4.23,False
OPS-100012,2025-04-23,2025-04-26,Data Correction,Midwest,Closed,3.28,False
OPS-100299,2025-04-23,2025-04-26,Eligibility Check,Southeast,Closed,2.97,False
OPS-101847,2025-04-23,2025-04-26,Billing Inquiry,Northeast,Closed,3.08,False
OPS-101632,2025-04-23,2025-04-30,Documentation Review,Southeast,Closed,7.55,False
OPS-101558,2025-04-23,2025-04-26,Renewal Processing,West,Closed,3.4,False
OPS-101223,2025-04-24,2025-05-02,Documentation Review,Midwest,Closed,8.16,False
OPS-101035,2025-04-24,2025-04-24,Account Setup,Southwest,Closed,0.36,False
OPS-101091,2025-04-24,2025-05-13,Dispute Resolution,West,Closed,19.42,False
OPS-101492,2025-04-25,2025-04-26,Account Setup,Northeast,Closed,1.34,False
OPS-100411,2025-04-25,2025-04-28,Data Correction,Southeast,Closed,3.09,False
OPS-100564,2025-04-25,2025-04-25,Account Setup,Southeast,Closed,0.9,False
OPS-100466,2025-04-25,2025-04-26,Data Correction,Midwest,Closed,1.05,False
OPS-100121,2025-04-25,2025-04-27,Account Setup,Midwest,Closed,1.99,False
OPS-102003,2025-04-25,2025-04-26,Service Request,Southeast,Closed,1.08,False
OPS-100491,2025-04-25,2025-04-26,Documentation Review,West,Closed,1.81,False
OPS-101376,2025-04-26,2025-04-29,Data Correction,Southwest,Closed,3.12,False
OPS-100250,2025-04-26,2025-05-01,Service Request,Northeast,Closed,5.33,False
OPS-102020,2025-04-26,2025-04-27,Billing Inquiry,West,Closed,1.34,False
OPS-100492,2025-04-27,2025-05-01,Data Correction,Southwest,Closed,4.19,False
OPS-101128,2025-04-27,2025-04-30,Eligibility Check,Southeast,Closed,3.95,False
OPS-100718,2025-04-27,2025-04-29,Account Setup,West,Closed,2.64,False
OPS-101161,2025-04-27,2025-05-03,Documentation Review,West,Closed,6.88,False
OPS-100905,2025-04-27,2025-04-28,Service Request,West,Closed,1.9,False
OPS-101464,2025-04-27,2025-04-28,Billing Inquiry,Southwest,Closed,1.33,False
OPS-100325,2025-04-27,2025-05-02,Account Setup,Southeast,Closed,5.19,False
OPS-101197,2025-04-28,2025-04-29,Account Setup,Southeast,Closed,1.76,False
OPS-100611,2025-04-28,2025-04-30,Data Correction,Southeast,Closed,2.14,False
OPS-100698,2025-04-28,2025-05-03,Service Request,West,Closed,4.95,False
OPS-101042,2025-04-28,2025-05-02,Renewal Processing,Southwest,Closed,4.67,False
OPS-102150,2025-04-28,2025-04-28,Billing Inquiry,Northeast,Closed,0.81,False
OPS-100420,2025-04-28,2025-04-30,Data Correction,Northeast,Closed,2.44,False
OPS-101189,2025-04-28,2025-04-30,Billing Inquiry,Midwest,Closed,2.15,False
OPS-101896,2025-04-28,2025-04-29,Service Request,Northeast,Closed,1.09,False
OPS-100157,2025-04-29,2025-05-06,Eligibility Check,West,Closed,7.15,False
OPS-100364,2025-04-29,2025-05-03,Service Request,West,Closed,4.66,False
OPS-101291,2025-04-29,2025-04-30,Account Setup,West,Closed,1.86,False
OPS-101718,2025-04-29,2025-05-01,Service Request,Midwest,Closed,2.74,False
OPS-101010,2025-04-30,2025-05-01,Documentation Review,West,Closed,1.5,False
OPS-100185,2025-04-30,2025-05-14,Dispute Resolution,West,Closed,14.48,False
OPS-101024,2025-04-30,2025-05-01,Account Setup,Northeast,Closed,1.11,False
OPS-100077,2025-04-30,2025-05-03,Billing Inquiry,Southeast,Closed,3.34,False
OPS-101916,2025-04-30,2025-05-01,Service Request,Southwest,Closed,1.4,False
OPS-101499,2025-04-30,2025-05-01,Documentation Review,Southeast,Closed,1.43,False
OPS-102199,2025-05-01,2025-05-10,Dispute Resolution,Southeast,Closed,9.75,False
OPS-100080,2025-05-01,2025-05-06,Documentation Review,Midwest,Closed,5.6,False
OPS-100222,2025-05-01,2025-05-06,Dispute Resolution,Southwest,Closed,5.72,False
OPS-101120,2025-05-01,2025-05-05,Account Setup,Southeast,Closed,4.64,False
OPS-101043,2025-05-01,2025-05-03,Billing Inquiry,Northeast,Closed,2.26,False
OPS-100053,2025-05-01,2025-05-05,Service Request,Northeast,Closed,4.69,False
OPS-100823,2025-05-01,2025-05-05,Service Request,Southwest,Closed,4.28,False
OPS-100410,2025-05-01,2025-05-03,Data Correction,Southwest,Closed,2.22,False
OPS-100060,2025-05-02,2025-05-04,Service Request,West,Closed,2.77,False
OPS-101360,2025-05-02,2025-05-04,Service Request,West,Closed,2.89,False
OPS-101041,2025-05-02,2025-05-03,Service Request,Southeast,Closed,1.28,False
OPS-101050,2025-05-02,2025-05-10,Renewal Processing,Northeast,Closed,8.44,False
OPS-100039,2025-05-03,2025-05-08,Eligibility Check,Midwest,Closed,5.09,False
OPS-101307,2025-05-03,2025-05-03,Data Correction,Northeast,Closed,0.5,False
OPS-100565,2025-05-04,2025-05-07,Renewal Processing,Southwest,Closed,3.66,False
OPS-100155,2025-05-05,2025-05-17,Dispute Resolution,Southeast,Closed,12.53,False
OPS-100367,2025-05-05,2025-05-07,Account Setup,West,Closed,2.69,False
OPS-100652,2025-05-05,2025-05-05,Data Correction,Southwest,Closed,0.92,False
OPS-101500,2025-05-05,2025-05-06,Data Correction,Northeast,Closed,1.19,False
OPS-101139,2025-05-05,2025-05-12,Eligibility Check,Southwest,Closed,7.26,False
OPS-101465,2025-05-05,2025-05-18,Documentation Review,Southeast,Closed,13.85,False
OPS-101804,2025-05-06,2025-05-07,Eligibility Check,Southwest,Closed,1.24,False
OPS-102084,2025-05-06,2025-05-08,Data Correction,Northeast,Closed,2.87,False
OPS-101055,2025-05-06,2025-05-06,Data Correction,Midwest,Closed,0.89,False
OPS-101991,2025-05-06,2025-06-15,Dispute Resolution,Midwest,Closed,40.06,False
OPS-100636,2025-05-06,2025-05-07,Service Request,Northeast,Closed,1.08,True
OPS-101218,2025-05-06,2025-05-08,Account Setup,West,Closed,2.4,True
OPS-100711,2025-05-06,2025-05-12,Account Setup,Midwest,Closed,6.19,False
OPS-100648,2025-05-07,2025-05-10,Dispute Resolution,Southwest,Closed,3.1,False
OPS-101016,2025-05-07,2025-05-11,Documentation Review,Southeast,Closed,4.15,False
OPS-101233,2025-05-07,2025-05-09,Billing Inquiry,Midwest,Closed,2.13,False
OPS-101602,2025-05-07,2025-05-07,Billing Inquiry,Southwest,Closed,0.3,False
OPS-100833,2025-05-07,2025-05-09,Billing Inquiry,Southeast,Closed,2.11,False
OPS-100207,2025-05-07,2025-05-13,Billing Inquiry,Midwest,Closed,6.44,False
OPS-101694,2025-05-07,,Renewal Processing,Midwest,Open,,False
OPS-101805,2025-05-08,2025-05-09,Billing Inquiry,Southwest,Closed,1.68,False
OPS-102082,2025-05-08,2025-05-11,Service Request,Southeast,Closed,3.28,False
OPS-100274,2025-05-08,2025-05-18,Documentation Review,Midwest,Closed,10.52,False
OPS-101315,2025-05-08,2025-05-10,Dispute Resolution,Midwest,Closed,2.13,False
OPS-101595,2025-05-08,2025-05-09,Service Request,Southeast,Closed,1.42,False
OPS-100048,2025-05-08,2025-05-09,Documentation Review,Southeast,Closed,1.69,False
OPS-100847,2025-05-08,2025-05-10,Service Request,Southwest,Closed,2.44,True
OPS-101067,2025-05-09,2025-05-15,Dispute Resolution,Southeast,Closed,6.27,False
OPS-100317,2025-05-09,2025-05-13,Billing Inquiry,Northeast,Closed,4.38,False
OPS-100889,2025-05-09,2025-05-11,Renewal Processing,Southeast,Closed,2.93,False
OPS-100754,2025-05-09,2025-05-14,Eligibility Check,Midwest,Closed,5.25,False
OPS-100029,2025-05-09,2025-05-15,Service Request,Southeast,Closed,6.8,False
OPS-101127,2025-05-10,2025-05-11,Data Correction,Southeast,Closed,1.42,False
OPS-101787,2025-05-10,2025-05-11,Eligibility Check,Southwest,Closed,1.0,False
OPS-100393,2025-05-10,2025-05-12,Account Setup,Midwest,Closed,2.35,False
OPS-100530,2025-05-11,2025-05-12,Account Setup,Northeast,Closed,1.27,False
OPS-102009,2025-05-11,2025-05-13,Billing Inquiry,Midwest,Closed,2.23,False
OPS-101793,2025-05-12,2025-05-13,Billing Inquiry,West,Closed,1.21,False
OPS-101358,2025-05-12,2025-05-15,Service Request,West,Closed,3.13,False
OPS-101633,2025-05-12,2025-05-16,Eligibility Check,Southeast,Closed,4.42,False
OPS-101803,2025-05-13,2025-05-21,Billing Inquiry,Southwest,Closed,8.59,False
OPS-101987,2025-05-13,2025-05-15,Account Setup,Midwest,Closed,2.06,False
OPS-100806,2025-05-13,2025-05-17,Service Request,Southeast,Closed,4.94,False
OPS-100210,2025-05-14,2025-05-15,Service Request,Midwest,Closed,1.34,False
OPS-100091,2025-05-14,2025-05-17,Service Request,Midwest,Closed,3.78,True
OPS-100332,2025-05-14,2025-05-14,Service Request,West,Closed,0.69,False
OPS-100101,2025-05-15,2025-06-01,Dispute Resolution,West,Closed,17.69,False
OPS-100735,2025-05-15,2025-05-17,Eligibility Check,Midwest,Closed,2.3,False
OPS-100003,2025-05-15,2025-05-15,Billing Inquiry,Southwest,Closed,0.85,False
OPS-100432,2025-05-15,2025-05-16,Data Correction,Midwest,Closed,1.05,False
OPS-100465,2025-05-15,2025-05-18,Data Correction,Southeast,Closed,3.13,False
OPS-100596,2025-05-16,2025-05-21,Service Request,Southeast,Closed,5.47,False
OPS-100673,2025-05-16,2025-05-21,Billing Inquiry,Southwest,Closed,5.4,False
OPS-100490,2025-05-16,2025-05-19,Renewal Processing,Midwest,Closed,2.98,False
OPS-101059,2025-05-16,2025-05-19,Account Setup,Southeast,Closed,3.36,False
OPS-100042,2025-05-16,2025-05-20,Documentation Review,Southwest,Closed,4.79,False
OPS-101533,2025-05-18,2025-05-19,Service Request,Southeast,Closed,1.55,False
OPS-101420,2025-05-18,2025-05-24,Service Request,Southeast,Closed,6.56,False
OPS-100531,2025-05-18,2025-05-19,Billing Inquiry,Midwest,Closed,1.71,False
OPS-100054,2025-05-18,2025-05-25,Renewal Processing,Midwest,Closed,7.87,False
OPS-101524,2025-05-19,2025-05-19,Data Correction,Midwest,Closed,0.8,False
OPS-101409,2025-05-19,2025-06-28,Billing Inquiry,West,Closed,40.05,False
OPS-100799,2025-05-19,2025-05-20,Account Setup,Southwest,Closed,1.09,False
OPS-101386,2025-05-19,2025-05-21,Documentation Review,Midwest,Closed,2.77,False
OPS-100445,2025-05-20,2025-05-23,Data Correction,Southwest,Closed,3.8,False
OPS-100946,2025-05-20,2025-05-27,Dispute Resolution,Southeast,Closed,7.75,True
OPS-102105,2025-05-20,2025-05-20,Account Setup,Southwest,Closed,0.12,False
OPS-101203,2025-05-20,2025-05-24,Renewal Processing,Southwest,Closed,4.5,False
OPS-100452,2025-05-20,2025-05-21,Data Correction,Southeast,Closed,1.69,False
OPS-101744,2025-05-20,2025-05-23,Billing Inquiry,Midwest,Closed,3.92,False
OPS-102106,2025-05-21,2025-05-22,Eligibility Check,West,Closed,1.9,False
OPS-101927,2025-05-21,2025-05-25,Eligibility Check,West,Closed,4.18,False
OPS-101934,2025-05-21,2025-05-26,Eligibility Check,Southeast,Closed,5.4,False
OPS-100637,2025-05-21,2025-05-21,Billing Inquiry,Midwest,Closed,0.39,False
OPS-101776,2025-05-21,2025-05-23,Account Setup,West,Closed,2.59,False
OPS-100760,2025-05-21,2025-05-24,Dispute Resolution,Midwest,Closed,3.93,False
OPS-101722,2025-05-21,2025-06-22,Documentation Review,Southeast,Closed,32.19,False
OPS-100105,2025-05-22,2025-05-30,Billing Inquiry,Southwest,Closed,8.28,False
OPS-102088,2025-05-22,2025-05-23,Renewal Processing,Southeast,Closed,1.84,False
OPS-100214,2025-05-22,2025-05-25,Eligibility Check,West,Closed,3.72,False
OPS-100386,2025-05-23,2025-05-26,Billing Inquiry,Northeast,Closed,3.5,False
OPS-100665,2025-05-23,2025-05-25,Account Setup,Southeast,Closed,2.34,False
OPS-100874,2025-05-23,2025-05-25,Data Correction,Midwest,Closed,2.24,False
OPS-100117,2025-05-23,2025-06-07,Dispute Resolution,Northeast,Closed,15.13,False
OPS-101031,2025-05-23,2025-05-27,Account Setup,West,Closed,4.01,False
OPS-100603,2025-05-24,2025-05-24,Service Request,Midwest,Closed,0.67,False
OPS-102192,2025-05-24,2025-05-26,Eligibility Check,West,Closed,2.74,False
OPS-101468,2025-05-25,2025-06-09,Documentation Review,Southeast,Closed,15.7,False
OPS-101699,2025-05-25,2025-05-29,Billing Inquiry,West,Closed,4.87,False
OPS-100086,2025-05-25,2025-05-27,Data Correction,Southwest,Closed,2.23,False
OPS-101917,2025-05-26,2025-05-27,Data Correction,Southeast,Closed,1.39,False
OPS-101298,2025-05-26,2025-05-29,Documentation Review,Southwest,Closed,3.5,False
OPS-100798,2025-05-26,2025-06-01,Renewal Processing,Midwest,Closed,6.84,False
OPS-101676,2025-05-27,2025-05-27,Account Setup,Southwest,Closed,0.7,False
OPS-100834,2025-05-27,2025-05-29,Renewal Processing,Southwest,Closed,2.3,False
OPS-100337,2025-05-27,2025-06-10,Documentation Review,Midwest,Closed,14.27,False
OPS-101008,2025-05-27,2025-05-28,Account Setup,Northeast,Closed,1.05,False
OPS-100158,2025-05-27,2025-06-05,Renewal Processing,Midwest,Closed,9.63,False
OPS-101133,2025-05-27,2025-05-29,Billing Inquiry,Southeast,Closed,2.3,False
OPS-101966,2025-05-28,2025-05-31,Account Setup,West,Closed,3.21,False
OPS-101639,2025-05-28,2025-05-29,Billing Inquiry,Northeast,Closed,1.37,True
OPS-100861,2025-05-28,2025-05-31,Eligibility Check,Midwest,Closed,3.83,True
OPS-100379,2025-05-28,2025-06-05,Renewal Processing,West,Closed,8.65,False
OPS-101972,2025-05-29,2025-06-03,Renewal Processing,Southwest,Closed,5.54,False
OPS-100615,2025-05-29,2025-06-02,Eligibility Check,Midwest,Closed,4.34,False
OPS-100856,2025-05-29,2025-06-05,Service Request,West,Closed,7.86,False
OPS-101978,2025-05-29,2025-05-31,Service Request,Southeast,Closed,2.75,False
OPS-101839,2025-05-29,2025-05-29,Data Correction,Southeast,Closed,0.38,False
OPS-100608,2025-05-29,2025-06-01,Billing Inquiry,Southeast,Closed,3.48,False
OPS-100442,2025-05-30,2025-06-03,Service Request,Southwest,Closed,4.68,False
OPS-101199,2025-05-30,2025-06-01,Service Request,Southwest,Closed,2.24,False
OPS-100500,2025-05-30,2025-06-01,Service Request,Southeast,Closed,2.5,False
OPS-100929,2025-05-30,2025-06-07,Renewal Processing,Southwest,Closed,8.58,False
OPS-101693,2025-05-30,2025-06-10,Eligibility Check,Midwest,Closed,11.68,False
OPS-100330,2025-05-30,2025-06-24,Service Request,Midwest,Closed,25.23,False
OPS-101506,2025-05-30,2025-05-30,Billing Inquiry,Southwest,Closed,0.6,False
OPS-101824,2025-05-31,2025-06-06,Dispute Resolution,West,Closed,6.88,False
OPS-101028,2025-05-31,2025-06-13,Service Request,West,Closed,12.98,False
OPS-101171,2025-05-31,2025-06-04,Account Setup,Southeast,Closed,4.31,False
OPS-100800,2025-05-31,2025-06-01,Data Correction,Midwest,Closed,1.79,True
OPS-100215,2025-06-01,2025-06-06,Account Setup,Northeast,Closed,5.37,False
OPS-101964,2025-06-01,2025-06-02,Service Request,West,Closed,1.4,False
OPS-100640,2025-06-01,,Dispute Resolution,Midwest,Open,,False
OPS-100860,2025-06-02,2025-06-08,Service Request,Northeast,Closed,6.43,False
OPS-100982,2025-06-02,2025-06-04,Eligibility Check,West,Closed,1.96,True
OPS-100696,2025-06-02,2025-06-14,Renewal Processing,Southeast,Closed,12.38,False
OPS-101318,2025-06-03,2025-06-10,Eligibility Check,Midwest,Closed,7.82,False
OPS-101085,2025-06-03,2025-06-06,Service Request,Midwest,Closed,3.55,False
OPS-101746,2025-06-03,2025-06-05,Billing Inquiry,West,Closed,2.22,True
OPS-101680,2025-06-03,2025-06-05,Service Request,Southeast,Closed,2.62,False
OPS-101812,2025-06-03,2025-06-05,Renewal Processing,Northeast,Closed,2.43,False
OPS-100030,2025-06-03,2025-06-05,Billing Inquiry,West,Closed,2.69,False
OPS-100438,2025-06-03,2025-06-07,Data Correction,Southwest,Closed,4.45,False
OPS-101509,2025-06-03,2025-06-10,Dispute Resolution,Northeast,Closed,7.34,False
OPS-100517,2025-06-03,2025-06-07,Renewal Processing,Midwest,Closed,4.29,False
OPS-100870,2025-06-03,2025-06-04,Account Setup,Southwest,Closed,1.37,False
OPS-101625,2025-06-04,2025-06-09,Eligibility Check,West,Closed,5.14,False
OPS-100255,2025-06-04,2025-06-07,Eligibility Check,Southwest,Closed,3.16,False
OPS-101513,2025-06-04,2025-06-20,Dispute Resolution,Southeast,Closed,16.88,False
OPS-101537,2025-06-04,2025-06-04,Dispute Resolution,Northeast,Closed,0.63,False
OPS-100188,2025-06-04,2025-06-08,Dispute Resolution,Northeast,Closed,4.92,False
OPS-102100,2025-06-04,2025-06-16,Eligibility Check,Northeast,Closed,12.31,False
OPS-101735,2025-06-04,2025-06-04,Billing Inquiry,West,Closed,0.7,False
OPS-101732,2025-06-05,2025-06-11,Eligibility Check,Southwest,Closed,6.0,False
OPS-100991,2025-06-05,2025-06-09,Account Setup,Midwest,Closed,4.19,False
OPS-101021,2025-06-05,2025-06-06,Data Correction,Northeast,Closed,1.84,False
OPS-101682,2025-06-05,2025-06-06,Service Request,West,Closed,1.62,False
OPS-100616,2025-06-05,2025-06-07,Billing Inquiry,Midwest,Closed,2.39,False
OPS-101883,2025-06-05,2025-06-06,Billing Inquiry,Northeast,Closed,1.03,False
OPS-101146,2025-06-05,2025-06-12,Dispute Resolution,Southwest,Closed,7.61,False
OPS-100179,2025-06-05,2025-06-06,Service Request,Midwest,Closed,1.47,True
OPS-101175,2025-06-05,2025-06-05,Documentation Review,Northeast,Closed,0.09,True
OPS-100894,2025-06-06,2025-06-09,Eligibility Check,Northeast,Closed,3.87,False
OPS-101180,2025-06-06,2025-06-08,Billing Inquiry,Midwest,Closed,2.02,False
OPS-101173,2025-06-06,2025-06-08,Billing Inquiry,Southwest,Closed,2.0,True
OPS-101547,2025-06-06,2025-06-06,Data Correction,Northeast,Closed,0.91,False
OPS-100688,2025-06-06,2025-06-07,Account Setup,Midwest,Closed,1.82,False
OPS-101995,2025-06-06,2025-06-09,Eligibility Check,Southeast,Closed,3.07,True
OPS-101256,2025-06-07,2025-06-16,Renewal Processing,Southwest,Closed,9.14,False
OPS-101640,2025-06-07,2025-06-10,Service Request,Midwest,Closed,3.72,False
OPS-100548,2025-06-08,2025-06-17,Eligibility Check,Northeast,Closed,9.29,False
OPS-101302,2025-06-08,2025-06-18,Account Setup,West,Closed,10.24,False
OPS-101853,2025-06-09,2025-06-17,Eligibility Check,Southwest,Closed,8.33,False
OPS-100836,2025-06-09,2025-06-10,Service Request,West,Closed,1.21,False
OPS-100116,2025-06-09,2025-06-09,Billing Inquiry,Southeast,Closed,0.09,False
OPS-100020,2025-06-09,2025-06-15,Documentation Review,Midwest,Closed,6.61,False
